Threshold,Precision,Recall,F1
0.17418427341314022,0.3333333333333333,0.7142857142857143,0.45454545450206607
0.17786758099732225,0.33783783783783783,0.7142857142857143,0.4587155962866762
0.18013837247203124,0.3424657534246575,0.7142857142857143,0.46296296291915295
0.18472902887637,0.3472222222222222,0.7142857142857143,0.46728971958214693
0.19289940298813987,0.352112676056338,0.7142857142857143,0.4716981131633143
0.19629160256775083,0.35714285714285715,0.7142857142857143,0.47619047614603177
0.19762653817302478,0.36231884057971014,0.7142857142857143,0.4807692307245747
0.19889322975834603,0.36764705882352944,0.7142857142857143,0.4854368931590159
0.20268717937879252,0.373134328358209,0.7142857142857143,0.4901960783862937
0.20426222737528338,0.3787878787878788,0.7142857142857143,0.4950495049052054
0.20826985863886174,0.38461538461538464,0.7142857142857143,0.4999999999545
0.21169086345720683,0.375,0.6857142857142857,0.48484848480277515
0.21318178892213885,0.38095238095238093,0.6857142857142857,0.4897959183214285
0.2281508159816753,0.3709677419354839,0.6571428571428571,0.4742268040775853
0.22914635286508794,0.36065573770491804,0.6285714285714286,0.4583333332870009
0.23662296772421657,0.36666666666666664,0.6285714285714286,0.46315789469030466
0.24609992750010246,0.3728813559322034,0.6285714285714286,0.4680851063362382
0.24740288799045557,0.3793103448275862,0.6285714285714286,0.47311827952295055
0.2520008674042139,0.38596491228070173,0.6285714285714286,0.47826086951807656
0.26528079073759225,0.39285714285714285,0.6285714285714286,0.4835164834691463
0.28171838715214764,0.4,0.6285714285714286,0.4888888888413581
0.2865757953998479,0.4074074074074074,0.6285714285714286,0.4943820224241888
0.28852156037735716,0.41509433962264153,0.6285714285714286,0.49999999995209204
0.2960290268620122,0.40384615384615385,0.6,0.4827586206415643
0.3035866709947631,0.4117647058823529,0.6,0.48837209297498646
0.3040564526925913,0.4,0.5714285714285714,0.4705882352456747
0.3078463762891479,0.40816326530612246,0.5714285714285714,0.47619047614186505
0.3188937321835572,0.3958333333333333,0.5428571428571428,0.45783132525243136
0.33207011987277596,0.40425531914893614,0.5428571428571428,0.46341463409741224
0.33282388748832703,0.41304347826086957,0.5428571428571428,0.4691358024200579
0.3483000056889928,0.4,0.5142857142857142,0.44999999995078127
0.3698434985779408,0.38636363636363635,0.4857142857142857,0.43037974678609203
0.3812899818982042,0.37209302325581395,0.45714285714285713,0.4102564102069362
0.38273073167153576,0.35714285714285715,0.42857142857142855,0.38961038956080285
0.3852757677160392,0.36585365853658536,0.42857142857142855,0.3947368420555748
0.40205307193377565,0.35,0.4,0.3733333332835555
0.4104099371954584,0.358974358974359,0.4,0.3783783783285245
0.4185321317539897,0.3684210526315789,0.4,0.38356164378570085
0.42069979827183107,0.3783783783783784,0.4,0.38888888883892747
0.4301260801028553,0.3611111111111111,0.37142857142857144,0.36619718304860144
0.44143989095616054,0.37142857142857144,0.37142857142857144,0.37142857137857144
0.44748139686489713,0.38235294117647056,0.37142857142857144,0.37681159415290905
0.45274791012322957,0.36363636363636365,0.34285714285714286,0.3529411764206315
0.4677862196751679,0.375,0.34285714285714286,0.3582089551739808
0.48206774027236843,0.3870967741935484,0.34285714285714286,0.3636363635865473
0.48880802052242595,0.4,0.34285714285714286,0.36923076918106507
0.506216787176089,0.41379310344827586,0.34285714285714286,0.3749999999504394
0.5093058441423187,0.42857142857142855,0.34285714285714286,0.3809523809029982
0.5142983441780441,0.4444444444444444,0.34285714285714286,0.3870967741443808
0.5167670198962554,0.46153846153846156,0.34285714285714286,0.3934426229019081
0.5174853747580745,0.48,0.34285714285714286,0.39999999995138885
0.5257798885327006,0.4583333333333333,0.3142857142857143,0.3728813558839414
0.5282325720708145,0.4782608695652174,0.3142857142857143,0.3793103447797265
0.5487256950274709,0.5,0.3142857142857143,0.38596491223330254
0.5753178844483164,0.47619047619047616,0.2857142857142857,0.3571428570959821
0.5781847328189049,0.5,0.2857142857142857,0.3636363635900826
0.5803321555934012,0.5263157894736842,0.2857142857142857,0.37037037032475995
0.6516173291604562,0.5555555555555556,0.2857142857142857,0.37735849052118187
0.6518584779461429,0.5882352941176471,0.2857142857142857,0.38461538457137573
0.6535133231325345,0.5625,0.2571428571428571,0.35294117642752787
0.6919199463154776,0.5333333333333333,0.22857142857142856,0.319999999958
0.7058819413934428,0.5,0.2,0.2857142856734694
0.7063989902685853,0.5384615384615384,0.2,0.2916666666271701
0.7085958366398283,0.5833333333333334,0.2,0.29787234038750565
0.740567857305854,0.6363636363636364,0.2,0.3043478260505671
0.7922066941919192,0.6,0.17142857142857143,0.26666666663209876
0.7925544275945865,0.6666666666666666,0.17142857142857143,0.2727272726947314
0.794956606231491,0.625,0.14285714285714285,0.23255813950459706
0.8245468977801641,0.5714285714285714,0.11428571428571428,0.19047619044841266
0.8449835779137066,0.5,0.08571428571428572,0.146341463389649
0.8631927803806624,0.4,0.05714285714285714,0.09999999997812499
0.8975920898152676,0.5,0.05714285714285714,0.10256410254569362
0.8995192038040327,0.6666666666666666,0.05714285714285714,0.1052631578801939
0.9254847378692236,1.0,0.05714285714285714,0.10810810809788166
0.9305857241957795,1.0,0.02857142857142857,0.055555555550154324
