rank_test_score,mean_test_score,std_test_score,param_learning_rate,param_max_depth,param_num_leaves,param_reg_alpha,param_reg_lambda
76,0.5778729416094747,0.05126023602571386,0.05,3,15,0.0,0.1
76,0.5778729416094747,0.05126023602571386,0.05,3,31,0.0,0.1
78,0.5778497027287933,0.049583007359895674,0.05,3,31,0.0,0.0
78,0.5778497027287933,0.049583007359895674,0.05,3,15,0.0,0.0
80,0.5776107885824253,0.04678212729282116,0.1,3,15,0.0,1.0
80,0.5776107885824253,0.04678212729282116,0.1,3,31,0.0,1.0
82,0.5774297657272727,0.04266952611944858,0.2,5,7,1.0,0.0
83,0.577203983055153,0.02724072292025209,0.1,3,7,0.0,0.1
84,0.5771397498788584,0.048330115422299515,0.1,5,7,0.1,0.1
85,0.577020134802539,0.053408380191608734,0.1,7,31,0.1,1.0
86,0.576417484396248,0.026437183298144845,0.2,3,7,0.1,0.0
87,0.5758981947824173,0.043025707537929905,0.2,7,7,0.0,1.0
88,0.5758653913526313,0.051703627334351195,0.1,7,31,0.0,1.0
89,0.5757771467245286,0.04551675897338186,0.1,3,31,1.0,0.1
89,0.5757771467245286,0.04551675897338186,0.1,3,15,1.0,0.1
91,0.5757542260236415,0.05726023772380377,0.1,7,7,0.1,1.0
92,0.5757010716424678,0.04169341192734208,0.1,3,7,1.0,0.0
93,0.5756355531048601,0.05940913981749542,0.1,5,7,0.1,0.0
94,0.5753387581636457,0.04916906609177281,0.1,5,15,1.0,1.0
95,0.5753043353794757,0.05179472048277907,0.1,7,15,1.0,1.0
96,0.5752988324560157,0.056358629443596424,0.1,7,7,1.0,0.1
97,0.5749962351949519,0.046438282191395765,0.2,5,15,1.0,0.0
98,0.5749422385189698,0.04139056663419783,0.05,3,15,0.1,0.1
98,0.5749422385189698,0.04139056663419783,0.05,3,31,0.1,0.1
100,0.5749201614984323,0.049161169746466477,0.1,7,15,1.0,0.0
101,0.5748974851487485,0.045958432758766786,0.2,7,15,0.1,0.0
102,0.57475874693488,0.059169262218100815,0.2,7,31,0.0,0.1
103,0.5747356255728258,0.05504250233406387,0.1,5,7,0.0,1.0
104,0.5745706459371758,0.05814823570942668,0.1,7,7,0.1,0.1
105,0.5744342744776058,0.04888285436022272,0.05,5,15,0.1,0.0
106,0.5744193169065833,0.03563527048666194,0.2,7,15,0.1,0.1
107,0.5743269982590162,0.04441747899932068,0.2,3,7,1.0,0.0
108,0.5743194910551869,0.061551271382140255,0.2,5,31,1.0,0.1
109,0.5740679861778346,0.05012469343298441,0.1,5,15,1.0,0.1
110,0.573841350165518,0.04629665610749888,0.2,5,15,1.0,0.1
111,0.5737049172388512,0.046542528828681415,0.2,7,7,1.0,0.0
112,0.5735752732646269,0.07292563313382311,0.1,7,7,1.0,0.0
113,0.5734414833159788,0.036267522916708206,0.1,7,15,0.0,1.0
114,0.5731736143496683,0.038123730399181335,0.1,7,31,1.0,0.0
115,0.5729864233743953,0.026188646661372706,0.2,7,7,0.1,0.1
116,0.5729528552657865,0.061003058464248715,0.2,7,15,1.0,0.0
117,0.5729501067620817,0.05634564015180278,0.1,5,15,0.1,1.0
118,0.5728908429876566,0.052658868485950694,0.05,5,15,0.1,0.1
119,0.5727340195126258,0.05838130376462246,0.1,7,15,0.1,0.1
120,0.5726618918726911,0.054064535321256976,0.05,7,15,1.0,0.0
121,0.5726549750494185,0.06307563704066388,0.2,7,7,0.0,0.0
122,0.5720331841286247,0.03541441295592516,0.2,7,15,0.0,0.1
123,0.5716501873663234,0.03152722883129995,0.2,7,31,0.1,0.1
124,0.5714982947979765,0.037585846438208226,0.1,7,15,0.1,0.0
125,0.5712823813948977,0.06416342349619872,0.1,7,7,0.1,0.0
126,0.5711811117968445,0.058288488989494035,0.05,5,15,1.0,1.0
127,0.5710913139565885,0.04854080775193692,0.1,5,15,0.0,1.0
128,0.5705002279083569,0.04236316732168026,0.1,3,31,0.0,0.1
128,0.5705002279083569,0.04236316732168026,0.1,3,15,0.0,0.1
130,0.5699632542740709,0.03862557183460528,0.2,5,7,1.0,1.0
131,0.5698303519069132,0.054308131166258856,0.1,5,7,0.0,0.1
132,0.5696753180585803,0.038273023298409016,0.1,3,7,0.1,0.0
133,0.5695469539662816,0.04754057725247402,0.2,7,15,0.0,1.0
134,0.5693270714656902,0.04175994357019068,0.2,7,15,1.0,1.0
135,0.5692609032887703,0.04435684031560877,0.2,5,31,1.0,1.0
136,0.5691250750962994,0.03981186549869825,0.2,3,31,0.1,0.1
136,0.5691250750962994,0.03981186549869825,0.2,3,15,0.1,0.1
138,0.5690589337435374,0.06639892811641325,0.05,5,31,0.1,1.0
139,0.5689665273509773,0.052945948871757374,0.05,5,15,1.0,0.1
140,0.5687845003807264,0.055397697946939564,0.05,5,31,0.1,0.0
141,0.568741808620372,0.035688086279428606,0.2,3,15,1.0,1.0
141,0.568741808620372,0.035688086279428606,0.2,3,31,1.0,1.0
143,0.5685355050136611,0.04241688884548833,0.2,7,15,0.1,1.0
144,0.5685196374094719,0.04246464556859675,0.1,5,31,0.1,0.1
145,0.5682777651669435,0.0635103568600468,0.2,5,31,1.0,0.0
146,0.5681346930798676,0.04894862446683742,0.05,7,15,0.0,0.0
147,0.5679645094509997,0.05960994796118448,0.1,7,31,0.1,0.1
148,0.5678027335643346,0.03669680125014193,0.2,5,7,0.0,0.1
149,0.5676730372533748,0.04186027967108338,0.1,3,15,0.0,0.0
149,0.5676730372533748,0.04186027967108338,0.1,3,31,0.0,0.0
151,0.5676612617376666,0.0569963543774134,0.05,7,15,0.1,0.1
152,0.5666449113245715,0.0570166775066567,0.1,5,31,0.0,1.0
153,0.5664003439033041,0.04187158125619834,0.1,3,15,0.1,0.1
153,0.5664003439033041,0.04187158125619834,0.1,3,31,0.1,0.1
155,0.566181566394658,0.04825935933160056,0.1,5,15,1.0,0.0
156,0.5657991928261357,0.04328821331398459,0.2,5,7,1.0,0.1
157,0.5654198380925495,0.027841338157247025,0.2,3,15,0.0,1.0
157,0.5654198380925495,0.027841338157247025,0.2,3,31,0.0,1.0
159,0.5652862576361586,0.03287700768995875,0.1,3,7,0.0,0.0
160,0.5647924085225344,0.045396997887830706,0.1,5,15,0.1,0.1
161,0.5643666511478573,0.05714996441486039,0.1,5,7,0.0,0.0
162,0.5642554885830412,0.0490759212603534,0.1,5,31,1.0,0.1
163,0.5641000503145904,0.028472709550694742,0.2,3,7,0.1,1.0
164,0.5636079175398712,0.04559984267862407,0.1,7,15,0.0,0.0
165,0.5634554859570032,0.04805719929966436,0.1,7,7,0.0,0.1
166,0.5633908623673493,0.040478994833458196,0.1,5,15,0.0,0.1
167,0.5633572800282332,0.0398631133272516,0.2,3,31,0.1,1.0
167,0.5633572800282332,0.0398631133272516,0.2,3,15,0.1,1.0
169,0.5633252437034308,0.025780310341064115,0.2,5,15,1.0,1.0
170,0.5632271055460149,0.05130669906942858,0.2,7,31,0.1,1.0
171,0.5631801775264468,0.03875867123275444,0.1,5,15,0.1,0.0
172,0.5630977983767297,0.04265292885813229,0.2,3,31,1.0,0.0
172,0.5630977983767297,0.04265292885813229,0.2,3,15,1.0,0.0
174,0.562738014982396,0.059699325250208865,0.2,7,31,0.0,1.0
175,0.5624824085170934,0.05545084676127645,0.1,7,31,0.1,0.0
176,0.5620266160801449,0.03097601788733204,0.2,3,7,1.0,1.0
177,0.5619741313714481,0.03971172024407017,0.2,7,31,1.0,1.0
178,0.5619097834432621,0.047202081620638256,0.1,3,7,0.1,0.1
179,0.5618525948271123,0.05384425578945632,0.1,7,7,0.0,0.0
180,0.5617746266445524,0.03637304379085151,0.1,7,31,0.0,0.0
181,0.5616991637238646,0.05338360706942925,0.05,7,31,0.0,1.0
182,0.5614946811720084,0.05899333154626245,0.05,5,31,0.0,1.0
183,0.5614895491012047,0.04732848270121421,0.05,7,31,0.1,1.0
184,0.561266939495637,0.05601628745820371,0.05,5,15,0.0,0.0
185,0.5611509213514723,0.033901232094162854,0.2,7,7,0.0,0.1
186,0.5611145198096563,0.029996785396265588,0.2,5,15,0.1,1.0
187,0.5610349401285664,0.013840985341960873,0.2,3,31,0.1,0.0
187,0.5610349401285664,0.013840985341960873,0.2,3,15,0.1,0.0
189,0.5609417492271405,0.038795903159208285,0.2,7,31,1.0,0.0
190,0.5605715133557341,0.04508180610172311,0.05,5,15,0.0,0.1
191,0.560450810361964,0.054339975677826495,0.05,5,31,0.1,0.1
192,0.5604099191885904,0.03430229717422477,0.2,3,7,0.0,0.0
193,0.5599338912809928,0.042232845451857105,0.2,3,7,1.0,0.1
194,0.5597109661896227,0.06546519248312359,0.05,5,31,1.0,0.1
195,0.5596540772395051,0.05184453681069059,0.05,5,15,1.0,0.0
196,0.5596327555141565,0.02660990146950477,0.2,7,15,0.0,0.0
197,0.5596311136635786,0.027875982603669233,0.2,5,7,0.1,0.0
198,0.5593876232210065,0.04275900669385683,0.1,7,31,1.0,1.0
